partyfacts_id,field,link,page
1825,ideology,Corporatism,Corporatism
1825,position,Centre-right politics,Centre-right politics
61,ideology,Bavarian nationalism,Bavarian nationalism
61,ideology,Separatism,Separatism
61,ideology,Regionalism (politics),Regionalism (politics)
61,ideology,Conservatism,Conservatism
61,ideology,Christian democracy,Christian democracy
61,ideology,Christian Social Union in Bavaria,Christian Social Union in Bavaria
61,ideology,Jakob Fischbacher,
61,ideology,Joseph Baumgartner,Joseph Baumgartner
61,ideology,Ludwig Lallinger,
61,ideology,Ludwig Volkholz,
61,ideology,Ernst Falkner,Ernst Falkner
61,position,Centre-right politics,Centre-right politics
1816,ideology,Green politics,Green politics
1816,ideology,Social liberalism,Social liberalism
1816,position,Centre-left politics,Centre-left politics
865,ideology,Green politics,Green politics
865,ideology,Social liberalism,Social liberalism
865,position,Centre-left politics,Centre-left politics
1375,ideology,Christian democracy,Christian democracy
1375,ideology,Conservatism,Conservatism
1375,ideology,Conservatism in Germany,Conservatism in Germany
1375,position,Centre-right politics,Centre-right politics
211,ideology,Christian democracy,Christian democracy
211,ideology,Conservatism,Conservatism
211,ideology,Conservatism in Germany,Conservatism in Germany
211,position,Centre-right politics,Centre-right politics
1831,ideology,Agrarianism,Agrarianism
1831,ideology,German nationalism,German nationalism
8723,ideology,Christian ethics,Christian ethics
8723,ideology,Monarchism,Monarchism
8723,ideology,Antisemitism,Antisemitism
8723,ideology,Paternalistic conservatism,Paternalistic conservatism
8723,ideology,Christian right,Christian right
8723,position,Right-wing politics,Right-wing politics
2070,ideology,Christian democracy,Christian democracy
2070,ideology,Conservatism in Germany,Conservatism in Germany
2070,ideology,Protestantism,Protestantism
2070,position,Centre-right politics,Centre-right politics
2070,position,Right-wing politics,Right-wing politics
1731,ideology,Christian democracy,Christian democracy
1731,ideology,Conservatism in Germany,Conservatism in Germany
1731,ideology,Regionalism (politics),Regionalism (politics)
1731,position,Centre-right politics,Centre-right politics
1826,ideology,Liberalism,Liberalism
1826,ideology,Liberalism in Germany,Liberalism in Germany
1826,ideology,Social liberalism,Social liberalism
1826,ideology,Republicanism,Republicanism
1826,position,Centrism,Centrism
1826,position,Centre-left politics,Centre-left politics
2108,ideology,Liberalism,Liberalism
2108,ideology,Federalism,Federalism
2108,position,Centre-left politics,Centre-left politics
2111,ideology,Liberalism,Liberalism
2111,ideology,Radicalism (historical),Classical radicalism
2111,ideology,Social progressivism,Progressivism
2111,ideology,Parliamentarism,Parliamentary system
2111,ideology,Secularism,Secularism
2111,position,Centre-left politics,Centre-left politics
1502,ideology,National conservatism,National conservatism
1502,ideology,Constitutional monarchism,Constitutional monarchy
1502,ideology,Monarchism in German-speaking countries,Monarchism in German-speaking countries
1502,position,Right-wing politics,Right-wing politics
1502,position,Far-right politics in Germany (1945–present),Far-right politics in Germany (1945–present)
2412,ideology,German nationalism,German nationalism
2412,ideology,Antisemitism,Antisemitism
2412,position,Far-right politics,Far-right politics
1151,ideology,German nationalism,German nationalism
1151,ideology,Pan-Germanism,Pan-Germanism
1151,ideology,Antisemitism,Antisemitism
1151,ideology,Anti-communism,Anti-communism
1151,ideology,Neo-Nazism,Neo-Nazism
1151,position,Far-right politics,Far-right politics
2076,ideology,Liberal conservatism,Liberal conservatism
2076,ideology,Progressive conservatism,Progressive conservatism
2076,ideology,Protestantism in Germany,Protestantism in Germany
2076,ideology,East Elbia,East Elbia
2076,ideology,Regionalism (politics),Regionalism (politics)
2076,ideology,German nationalism,German nationalism
2076,ideology,Agrarianism,Agrarianism
2076,ideology,Conservatism,Conservatism
2076,ideology,Moderate conservatism,Moderate conservatism
2076,ideology,Socialism,Socialism
2076,ideology,Reactionarism,Reactionary
2076,ideology,Constitutional Monarchy,Constitutional monarchy
2076,ideology,Protectionism,Protectionism
2076,position,Centrism,Centrism
2076,position,Centre-right politics,Centre-right politics
2114,ideology,Liberal democracy,Liberal democracy
2114,ideology,Social liberalism,Social liberalism
2114,ideology,Radicalism (historical),Classical radicalism
2114,ideology,Progressivism,Progressivism
2114,ideology,Republicanism,Republicanism
2114,ideology,Federalism,Federalism
2114,ideology,Parliamentarism,Parliamentary system
2114,ideology,Secularism,Secularism
2114,position,Centre-left politics,Centre-left politics
1827,ideology,National liberalism,National liberalism
1827,ideology,Civic nationalism,Civic nationalism
1827,ideology,Conservative liberalism,Conservative liberalism
1827,ideology,Liberal conservatism,Liberal conservatism
1827,ideology,Constitutional monarchy,Constitutional monarchy
1827,ideology,Economic liberalism,Economic liberalism
1827,position,Centre-right politics,Centre-right politics
1827,position,Routledge,Routledge
1827,position,Right-wing politics,Right-wing politics
1827,position,The Third Reich Trilogy,The Third Reich Trilogy
695,ideology,German nationalism,German nationalism
695,ideology,Pan-Germanism,Pan-Germanism
695,ideology,National conservatism,National conservatism
695,ideology,Right-wing populism,Right-wing populism
695,ideology,Xenophobia,Xenophobia
695,ideology,Anti-immigration,Opposition to immigration
695,position,Far-right politics in Germany (1945–present),Far-right politics in Germany (1945–present)
1798,ideology,Christian democracy,Christian democracy
1798,ideology,Routledge,Routledge
1798,ideology,Political Catholicism,Catholic Church and politics
1798,ideology,American Journal of Political Science,American Journal of Political Science
1798,ideology,Midwest Political Science Association,Midwest Political Science Association
1798,ideology,Republicanism,Republicanism
1798,position,Centrism,Centrism
1798,position,Centre-right politics,Centre-right politics
1883,ideology,Agrarianism,Agrarianism
1883,ideology,Federalism,Federalism
1883,ideology,Kingdom of Hanover,Kingdom of Hanover
1883,ideology,Regionalism (politics),Regionalism (politics)
1883,ideology,Separatism,Separatism
1883,ideology,Christian democracy,Christian democracy
1883,position,Centre-left,Centre-left politics
1883,position,Centre-right,Centre-right politics
2125,ideology,Conservatism,Conservatism
2125,ideology,Conservatism in Germany,Conservatism in Germany
2125,ideology,Prussian nationalism,Prussian nationalism
2125,ideology,Anti-semitism,Antisemitism
2125,position,Right-wing politics,Right-wing politics
1830,ideology,German nationalism,German nationalism
1830,ideology,Authoritarian conservatism,Authoritarian conservatism
1830,ideology,Monarchism in German-speaking countries,Monarchism in German-speaking countries
1830,ideology,Reactionism,Reactionary
1830,ideology,Proto-fascism,Proto-fascism
1830,ideology,Anti-communism,Anti-communism
1830,ideology,Anti-semitism,Antisemitism
1830,position,Right-wing politics,Right-wing politics
1830,position,Far-right politics,Far-right politics
1830,position,centre-right,Centre-right politics
1830,position,far-right,Far-right politics
2072,ideology,Ultranationalism,Ultranationalism
2072,ideology,Antisemitism,Antisemitism
2072,ideology,Völkisch movement,Völkisch movement
2072,ideology,Anti-capitalism,Anti-capitalism
2072,ideology,Anti-socialism,Criticism of socialism
2072,position,Far-right politics,Far-right politics
1652,ideology,Green politics,Green politics
1652,ideology,Senior citizens,Old age
10,ideology,Green politics,Green politics
10,ideology,Social liberalism,Social liberalism
10,position,Centre-left politics,Centre-left politics
1545,ideology,Democratic socialism,Democratic socialism
1545,ideology,Left-wing populism,Left-wing populism
1545,position,Left-wing politics,Left-wing politics
6126,ideology,Political satire,Political satire
6126,ideology,Humanism,Humanism
6126,ideology,Anti-fascism,Anti-fascism
6126,ideology,Environmentalism,Environmentalism
6126,ideology,Pro-Europeanism,Pro-Europeanism
6126,position,Left-wing politics,Left-wing politics
720,ideology,National conservatism,National conservatism
720,ideology,Right-wing populism,Right-wing populism
720,ideology,Hard Euroscepticism,Euroscepticism
720,ideology,Anti-immigration,Opposition to immigration
720,position,Right-wing,Right-wing politics
720,position,far-right,Far-right politics
2101,ideology,Liberal democracy,Liberal democracy
2101,ideology,Social liberalism,Social liberalism
2101,ideology,Parliamentarism,Parliamentary system
2101,ideology,Secularism,Secularism
2101,position,Centre-left politics,Centre-left politics
573,ideology,Liberalism,Liberalism
573,ideology,Liberalism in Germany,Liberalism in Germany
573,position,Centre-right,Centre-right politics
1929,ideology,Liberalism,Liberalism
1929,ideology,Economic liberalism,Economic liberalism
1929,ideology,Social liberalism,Social liberalism
1929,ideology,National liberalism,National liberalism
1929,position,Centrism,Centrism
1929,position,Centre-left politics,Centre-left politics
2113,ideology,Liberalism,Liberalism
2113,ideology,Radicalism (historical),Classical radicalism
2113,ideology,Social progressivism,Progressivism
2113,ideology,Parliamentarism,Parliamentary system
2113,ideology,Secularism,Secularism
2113,position,Centre-left politics,Centre-left politics
8721,ideology,German nationalism,German nationalism
8721,ideology,Protectionism,Protectionism
8721,ideology,Lebensraum,Lebensraum
8721,ideology,Antisemitism,Antisemitism
8721,position,Far-right politics,Far-right politics
1031,ideology,National conservatism,National conservatism
1031,ideology,Constitutional monarchism,Constitutional monarchy
1031,ideology,Monarchism in German-speaking countries,Monarchism in German-speaking countries
1031,position,Right-wing politics,Right-wing politics
1031,position,Far-right politics in Germany (1945–present),Far-right politics in Germany (1945–present)
1010,ideology,National conservatism,National conservatism
1010,ideology,Hannoversche Allgemeine Zeitung,Hannoversche Allgemeine Zeitung
1010,ideology,Flight and expulsion of Germans (1944–1950),Flight and expulsion of Germans (1944–1950)
1010,ideology,Ethnic party,Ethnic party
1010,ideology,Anti-communism,Anti-communism
1010,position,Right-wing politics,Right-wing politics
845,ideology,Centrism,Centrism
845,ideology,Christian democracy,Christian democracy
845,ideology,Christian left,Christian left
845,ideology,Pacifism,Pacifism
845,ideology,Neutrality (international relations),Neutral country
845,position,Centrism,Centrism
845,position,Center-left politics,Centre-left politics
1135,position,Far-left politics,Far-left politics
1135,ideology,Communism,Communism
1135,ideology,Council communism,Council communism
1135,ideology,Left communism,Left communism
1135,ideology,Rosa Luxemburg,Rosa Luxemburg
1135,ideology,Stanley Aronowitz,Stanley Aronowitz
1135,ideology,communist party,Communist party
1135,ideology,Karl Marx,Karl Marx
1135,ideology,Marxism–Leninism,Marxism–Leninism
1135,ideology,Communist Party of Germany,Communist Party of Germany
1135,ideology,Stalinism,Stalinism
1135,ideology,Critique: Journal of Socialist Theory,Critique: Journal of Socialist Theory
2081,ideology,Liberal conservatism,Liberal conservatism
2081,ideology,Conservative liberalism,Conservative liberalism
2081,ideology,National liberalism,National liberalism
2081,ideology,Liberalism,Liberalism
2081,ideology,Pangermanism,Pan-Germanism
2109,ideology,Liberalism,Liberalism
2109,ideology,Parliamentarism,Parliamentary system
2109,ideology,Economic liberalism,Economic liberalism
2109,position,Centrism,Centrism
2109,position,Centre-right politics,Centre-right politics
1723,ideology,Neo-Nazism,Neo-Nazism
1723,ideology,Stephen E. Atkins,Stephen E. Atkins
1723,ideology,German nationalism,German nationalism
1723,ideology,ultranationalism,Ultranationalism
1723,position,Far-right politics in Germany (1945–present),Far-right politics in Germany (1945–present)
2110,ideology,National_liberalism,National liberalism
2110,ideology,Free trade,Free trade
2110,ideology,Liberalism,Liberalism
2110,position,Centrism,Centrism
2110,position,Centre-right politics,Centre-right politics
1893,ideology,Nazism,Nazism
1893,position,Far-right politics,Far-right politics
4161,ideology,Nazism,Nazism
4161,ideology,Pan-Germanism,Pan-Germanism
4161,ideology,Anti-communism,Anti-communism
4161,ideology,Anti-Catholicism,Anti-Catholicism
4161,ideology,Antisemitism,Antisemitism
4161,position,Far-right politics,Far-right politics
7345,ideology,Green conservatism,Green conservatism
