partyfacts_id,field,value,value_clean
4246,ideology,[[Social democracy]]<br/>[[Left-wing populism]] <br/>[[Left-wing nationalism]]<br>[[Social justice]]<br/>'''Nominally:'''<br>[[Marxism-Leninism]],[[Social democracy]]<br/>[[Left-wing populism]] <br/>[[Left-wing nationalism]]<br>[[Social justice]]<br/>'''Nominally:'''<br>[[Marxism-Leninism]]
4246,position,[[Centre-left]] to [[left-wing]],[[Centre-left]] to [[left-wing]]
4242,ideology,[[Social conservatism]]<br />[[Economic liberalism]]<br />[[Anti-Russian sentiment]] {{citation needed|date|=|May 2021}},[[Social conservatism]]<br />[[Economic liberalism]]<br />[[Anti-Russian sentiment]] {{citation needed|date|=|May 2021}}
4242,position,[[Centre-right]],[[Centre-right]]
6067,ideology,[[Democratic socialism]],[[Democratic socialism]]
6067,position,[[Left-wing politics|Left-wing]],[[Left-wing politics|Left-wing]]
5268,ideology,[[Social democracy]]<br />[[Populism]],[[Social democracy]]<br />[[Populism]]
5268,position,[[Centre-left politics|Centre-left]],[[Centre-left politics|Centre-left]]
5270,ideology,[[Social democracy]]<br />[[Third Way]],[[Social democracy]]<br />[[Third Way]]
5270,position,[[Centre-left politics|Centre-left]],[[Centre-left politics|Centre-left]]
5828,ideology,[[Populism]],[[Populism]]
7253,ideology,[[Liberalism]] <br />[[Conservative liberalism]],[[Liberalism]] <br />[[Conservative liberalism]]
7253,position,[[Centre-right politics|Centre-right]],[[Centre-right politics|Centre-right]]
5271,position,[[Centre-right politics|Centre-right]],[[Centre-right politics|Centre-right]]
6393,ideology,[[Haiti]]an [[nationalism]]<br>[[Conservatism]]<br>[[Federalism]]<br/>'''Formerly''':<br>[[Artibonite (department)|Artibonite]] [[Regionalism (politics)|regionalism]],[[Haiti]]an [[nationalism]]<br>[[Conservatism]]<br>[[Federalism]]<br/>:<br>[[Artibonite (department)|Artibonite]] [[Regionalism (politics)|regionalism]]
6393,position,[[Right-wing]],[[Right-wing]]
5602,ideology,[[Social democracy]],[[Social democracy]]
5602,position,[[Centre-left]],[[Centre-left]]
5601,ideology,[[Haiti]]an [[nationalism]]<br />[[Christian democracy]]<br />[[Conservatism]],[[Haiti]]an [[nationalism]]<br />[[Christian democracy]]<br />[[Conservatism]]
5601,position,[[Centre-right]],[[Centre-right]]
6069,ideology,[[Agrarianism]],[[Agrarianism]]
6069,position,[[Centre-right]],[[Centre-right]]
5829,ideology,[[Christian democracy]],[[Christian democracy]]
5829,position,[[Centre politics|Centre]],[[Centre politics|Centre]]
8813,ideology,[[National conservatism]]<br/>[[Anti-communism]],[[National conservatism]]<br/>[[Anti-communism]]
8813,position,[[Centre-right politics|Centre-right]],[[Centre-right politics|Centre-right]]
5161,ideology,"{{Nowrap|[[Socialism of the 21st century]]<br>[[Democratic socialism]]|ref|{{cite magazine|url=http://www.thenation.com/article/honduras-election-peoples-will-hushed-not-silenced/|title=In Honduras Election, the People's Will Is Hushed but Not Silenced|author=Dawn Paley|date=10 December 2013|publisher=[[The Nation]]|access-date=28 March 2016}}|</ref>|<br />[[Latin American integration]]<br>[[Progressivism]]|ref|{{cite magazine|url=https://www.celag.org/honduras-y-un-progresismo-que-no-despega/|author=Nery Chaves García|title=Honduras y un progresismo que no despega|date=8 November 2019|publisher=CELAG|access-date=29 November 2021}}|</ref>|<br />[[Left-wing populism]]<br />[[Anti-capitalism]]|ref| name="":0""|{{Cite web|url=https://www.elheraldo.hn/pais/581815-214/libre-propone-conducir-a-honduras-al-socialismo-y-derogar-la-constitucion|title=Libre propone conducir a Honduras al socialismo y derogar la constitución|website=Diario El Heraldo|language=es}}|</ref>|ref| name="":1""|{{Cite web|url=https://www.laprensa.hn/premium/especiales/eleccionesgenerales2017/libre-insiste-en-una-nueva-constitucion-LELP326926|author=Tania Corona|title=Libre insiste en una nueva Constitución|website=www.laprensa.hn|language=es}}|</ref>|<br />[[Bolivarianism]]|ref|{{cite journal|last=Torre|first=Carlos de la|date=10 April 2017|title=Hugo Chávez and the diffusion of Bolivarianism|journal=Democratization|volume=24|issue=7|pages=1271–1288|doi=10.1080/13510347.2017.1307825|issn=1351-0347}}|</ref>}} <br />[[Latin American integration]]<br>[[Progressivism]] <br />[[Left-wing populism]]<br />[[Anti-capitalism]] <br />[[Bolivarianism]]","{{Nowrap|[[Socialism of the 21st century]]<br>[[Democratic socialism]]|ref|{{cite magazine|url=http://www.thenation.com/article/honduras-election-peoples-will-hushed-not-silenced/|title=In Honduras Election, the People's Will Is Hushed but Not Silenced|author=Dawn Paley|date=10 December 2013|publisher=[[The Nation]]|access-date=28 March 2016}}|</ref>|<br />[[Latin American integration]]<br>[[Progressivism]]|ref|{{cite magazine|url=https://www.celag.org/honduras-y-un-progresismo-que-no-despega/|author=Nery Chaves García|title=Honduras y un progresismo que no despega|date=8 November 2019|publisher=CELAG|access-date=29 November 2021}}|</ref>|<br />[[Left-wing populism]]<br />[[Anti-capitalism]]|ref| name="":0""|{{Cite web|url=https://www.elheraldo.hn/pais/581815-214/libre-propone-conducir-a-honduras-al-socialismo-y-derogar-la-constitucion|title=Libre propone conducir a Honduras al socialismo y derogar la constitución|website=Diario El Heraldo|language=es}}|</ref>|ref| name="":1""|{{Cite web|url=https://www.laprensa.hn/premium/especiales/eleccionesgenerales2017/libre-insiste-en-una-nueva-constitucion-LELP326926|author=Tania Corona|title=Libre insiste en una nueva Constitución|website=www.laprensa.hn|language=es}}|</ref>|<br />[[Bolivarianism]]|ref|{{cite journal|last=Torre|first=Carlos de la|date=10 April 2017|title=Hugo Chávez and the diffusion of Bolivarianism|journal=Democratization|volume=24|issue=7|pages=1271–1288|doi=10.1080/13510347.2017.1307825|issn=1351-0347}}|</ref>}} <br />[[Latin American integration]]<br>[[Progressivism]] <br />[[Left-wing populism]]<br />[[Anti-capitalism]] <br />[[Bolivarianism]]"
5161,position,[[Left-wing politics|Left-wing]],[[Left-wing politics|Left-wing]]
5160,position,[[Centre-right]],[[Centre-right]]
5160,ideology,Anti-[[Political corruption|corruption]]<br />[[Economic liberalism]],Anti-[[Political corruption|corruption]]<br />[[Economic liberalism]]
1460,ideology,[[Christian democracy]],[[Christian democracy]]
1460,position,[[Centre-right politics|Centre-right]],[[Centre-right politics|Centre-right]]
1703,ideology,[[Social democracy]]<br />[[Progressivism]],[[Social democracy]]<br />[[Progressivism]]
1703,position,[[Centre-left]],[[Centre-left]]
593,ideology,[[Liberalism]],[[Liberalism]]
593,position,[[Centrism|Centre]],[[Centrism|Centre]]
1416,ideology,[[National conservatism]]<br>[[Social market economy]] <br>[[Christian democracy]],[[National conservatism]]<br>[[Social market economy]] <br>[[Christian democracy]]
1416,position,"{{Nowrap| [[Centre-right]]|ref|{{cite web | title=Honduras: Background and U.S. Relations | url=https://crsreports.congress.gov/product/pdf/RL/RL34027/58 | date=24 October 2018 | work=[[Congressional Research Service]] | access-date=11 September 2021 | quote=Honduras’s traditional two-party political system, dominated by the Liberal (Partido Liberal, PL) and National (Partido Nacional, PN) Parties, has fractured over the past decade. Both traditional parties are considered to be ideologically center-right, and political competition between them generally has been focused more on using the public sector for patronage than on implementing programmatic agendas.}}|</ref>|ref|{{Cite web|url=https://www.reuters.com/article/us-honduras-election-factbox-idUSKBN1DQ05M|title=Factbox: Proposals of main parties in Honduras presidential election|date=26 November 2017|via=www.reuters.com|access-date=11 September 2021}}|</ref>|ref|{{Cite web|url=https://www.bbc.com/news/world-latin-america-42205180|title=Honduras election: Army given more powers to quash unrest|date=2 December 2017|via=www.bbc.com|access-date=11 September 2021}}|</ref>| to [[right-wing]]|ref|{{Cite web|url=https://www.peoplesworld.org/article/honduras-still-in-turmoil-after-election-results-right-wing-consolidates-coup/|title=Honduras still in turmoil after election results; right-wing consolidates coup|first=Emile|last=Schepers|date=20 December 2017|website=[[People's World]]|access-date=11 September 2021}}|</ref>|ref|{{Cite magazine|url=https://projects.newyorker.com/portfolio/honduras/|title=Postcard from Honduras: On the Eve of the Election|magazine=The New Yorker|access-date=11 September 2021}}|</ref>}} to [[right-wing]]","{{Nowrap| [[Centre-right]]|ref|{{cite web | title=Honduras: Background and U.S. Relations | url=https://crsreports.congress.gov/product/pdf/RL/RL34027/58 | date=24 October 2018 | work=[[Congressional Research Service]] | access-date=11 September 2021 | quote=Honduras’s traditional two-party political system, dominated by the Liberal (Partido Liberal, PL) and National (Partido Nacional, PN) Parties, has fractured over the past decade. Both traditional parties are considered to be ideologically center-right, and political competition between them generally has been focused more on using the public sector for patronage than on implementing programmatic agendas.}}|</ref>|ref|{{Cite web|url=https://www.reuters.com/article/us-honduras-election-factbox-idUSKBN1DQ05M|title=Factbox: Proposals of main parties in Honduras presidential election|date=26 November 2017|via=www.reuters.com|access-date=11 September 2021}}|</ref>|ref|{{Cite web|url=https://www.bbc.com/news/world-latin-america-42205180|title=Honduras election: Army given more powers to quash unrest|date=2 December 2017|via=www.bbc.com|access-date=11 September 2021}}|</ref>| to [[right-wing]]|ref|{{Cite web|url=https://www.peoplesworld.org/article/honduras-still-in-turmoil-after-election-results-right-wing-consolidates-coup/|title=Honduras still in turmoil after election results; right-wing consolidates coup|first=Emile|last=Schepers|date=20 December 2017|website=[[People's World]]|access-date=11 September 2021}}|</ref>|ref|{{Cite magazine|url=https://projects.newyorker.com/portfolio/honduras/|title=Postcard from Honduras: On the Eve of the Election|magazine=The New Yorker|access-date=11 September 2021}}|</ref>}} to [[right-wing]]"
1051,ideology,[[Social democracy]]<br/>'''Formerly:'''<br />[[Socialism]],[[Social democracy]]<br/><br />[[Socialism]]
1051,position,[[Centre-left]]<br />'''Formerly:'''<br />[[Left-wing politics|Left-wing]],[[Centre-left]]<br /><br />[[Left-wing politics|Left-wing]]
8007,ideology,[[Conservatism]] ([[Conservatism in Hong Kong|HK]])<br />[[Economic liberalism]],[[Conservatism]] ([[Conservatism in Hong Kong|HK]])<br />[[Economic liberalism]]
8007,position,[[Centre-right]],[[Centre-right]]
6961,ideology,[[Liberalism]]<br />[[Environmentalism]],[[Liberalism]]<br />[[Environmentalism]]
6961,position,[[Centre-left]],[[Centre-left]]
4518,ideology,[[Constitutionalism]]<br>[[Liberalism]] ([[Liberalism in Hong Kong|Hong Kong]])<br>[[Social liberalism]],[[Constitutionalism]]<br>[[Liberalism]] ([[Liberalism in Hong Kong|Hong Kong]])<br>[[Social liberalism]]
4518,position,[[Centre-left]],[[Centre-left]]
8008,ideology,"{{ubl|class|=|nowrap
 | [[Localism (politics)|Localism]] ([[Localism in Hong Kong|HK]])
 | [[Nativism (politics)|Nativism]]
 | [[Populism]]
 | [[Radical politics|Radicalism]]}}","{{ubl|class|=|nowrap
 | [[Localism (politics)|Localism]] ([[Localism in Hong Kong|HK]])
 | [[Nativism (politics)|Nativism]]
 | [[Populism]]
 | [[Radical politics|Radicalism]]}}"
8008,position,[[Right-wing]],[[Right-wing]]
5620,ideology,"{{ubl|
 |[[Chinese nationalism]]
 |[[Conservatism]]  ([[Conservatism in Hong Kong|HK]])|ref| name=""Ma2012""|{{cite book |editor1-last=Lam|editor1-first=Wai-man|editor2-last=Lui|editor2-first=Percy Luen-tim|editor3-last=Wong|editor3-first=Wilson|last= Ma |first= Ngok |year= 2012 |chapter=Political Parties and Elections|title=Contemporary Hong Kong Government and Politics |location= [[Hong Kong]]|publisher= [[Hong Kong University Press]]|isbn=978-9-88-813947-7|author-link=Ma Ngok }}|</ref>|
 |nowrap|[[Social conservatism]]|ref| name=""samesexmarriage""|{{cite news |url = https://www.hongkongfp.com/2017/07/11/hong-kong-anti-gay-advocates-claim-sex-marriage-will-lead-human-trafficking-abortions-incest/ |title = Hong Kong anti-gay advocates claim same-sex marriage will lead to human trafficking, abortions, incest |date = 11 July 2017 |website = Hong Kong Free Press |access-date = 11 July 2017 |archive-date = 11 July 2017 |archive-url = https://web.archive.org/web/20170711151157/https://www.hongkongfp.com/2017/07/11/hong-kong-anti-gay-advocates-claim-sex-marriage-will-lead-human-trafficking-abortions-incest/ |url-status = live }}|</ref>}} {{nowrap|[[Social conservatism]]|ref| name=""samesexmarriage""|{{cite news |url = https://www.hongkongfp.com/2017/07/11/hong-kong-anti-gay-advocates-claim-sex-marriage-will-lead-human-trafficking-abortions-incest/ |title = Hong Kong anti-gay advocates claim same-sex marriage will lead to human trafficking, abortions, incest |date = 11 July 2017 |website = Hong Kong Free Press |access-date = 11 July 2017 |archive-date = 11 July 2017 |archive-url = https://web.archive.org/web/20170711151157/https://www.hongkongfp.com/2017/07/11/hong-kong-anti-gay-advocates-claim-sex-marriage-will-lead-human-trafficking-abortions-incest/ |url-status = live }}|</ref>}}","{{ubl|
 |[[Chinese nationalism]]
 |[[Conservatism]]  ([[Conservatism in Hong Kong|HK]])|ref| name=""Ma2012""|{{cite book |editor1-last=Lam|editor1-first=Wai-man|editor2-last=Lui|editor2-first=Percy Luen-tim|editor3-last=Wong|editor3-first=Wilson|last= Ma |first= Ngok |year= 2012 |chapter=Political Parties and Elections|title=Contemporary Hong Kong Government and Politics |location= [[Hong Kong]]|publisher= [[Hong Kong University Press]]|isbn=978-9-88-813947-7|author-link=Ma Ngok }}|</ref>|
 |nowrap|[[Social conservatism]]|ref| name=""samesexmarriage""|{{cite news |url = https://www.hongkongfp.com/2017/07/11/hong-kong-anti-gay-advocates-claim-sex-marriage-will-lead-human-trafficking-abortions-incest/ |title = Hong Kong anti-gay advocates claim same-sex marriage will lead to human trafficking, abortions, incest |date = 11 July 2017 |website = Hong Kong Free Press |access-date = 11 July 2017 |archive-date = 11 July 2017 |archive-url = https://web.archive.org/web/20170711151157/https://www.hongkongfp.com/2017/07/11/hong-kong-anti-gay-advocates-claim-sex-marriage-will-lead-human-trafficking-abortions-incest/ |url-status = live }}|</ref>}} {{nowrap|[[Social conservatism]]|ref| name=""samesexmarriage""|{{cite news |url = https://www.hongkongfp.com/2017/07/11/hong-kong-anti-gay-advocates-claim-sex-marriage-will-lead-human-trafficking-abortions-incest/ |title = Hong Kong anti-gay advocates claim same-sex marriage will lead to human trafficking, abortions, incest |date = 11 July 2017 |website = Hong Kong Free Press |access-date = 11 July 2017 |archive-date = 11 July 2017 |archive-url = https://web.archive.org/web/20170711151157/https://www.hongkongfp.com/2017/07/11/hong-kong-anti-gay-advocates-claim-sex-marriage-will-lead-human-trafficking-abortions-incest/ |url-status = live }}|</ref>}}"
5620,position,[[Centre-right]],[[Centre-right]]
4519,position,"{{nowrap|[[Centrism|Centre]]|ref|{{cite book|author=Sonny Lo Shiu-Hing|year=2019|chapter=Hong Kong|chapter-url=https://books.google.com/books?id=jiSQDwAAQBAJ&pg=PA522|editor-last=Joseph|editor-first=William A.|title=Politics in China: An Introduction|publisher=[[Oxford University Press]]|isbn=978-0-19-087070-6|quote=The main pro-democracy parties are the centrist Democratic Party and the professional-oriented Civic Party.|access-date=29 January 2020|archive-date=23 June 2021|archive-url=https://web.archive.org/web/20210623140052/https://books.google.com/books?id=jiSQDwAAQBAJ&pg=PA522|url-status=live}}|</ref>| to [[Centre-left politics|centre-left]]|ref| name=""centre-left""|{{cite journal|last1=Li|first1=Pang-kwong|last2=Newman|first2=David|page=219|journal=Asian Perspective|title=Give and Take: Electoral Politics in Transitional Hong Kong|volume=21|issue=1|year=1997|jstor=42704125}}|</ref>}} to [[Centre-left politics|centre-left]]","{{nowrap|[[Centrism|Centre]]|ref|{{cite book|author=Sonny Lo Shiu-Hing|year=2019|chapter=Hong Kong|chapter-url=https://books.google.com/books?id=jiSQDwAAQBAJ&pg=PA522|editor-last=Joseph|editor-first=William A.|title=Politics in China: An Introduction|publisher=[[Oxford University Press]]|isbn=978-0-19-087070-6|quote=The main pro-democracy parties are the centrist Democratic Party and the professional-oriented Civic Party.|access-date=29 January 2020|archive-date=23 June 2021|archive-url=https://web.archive.org/web/20210623140052/https://books.google.com/books?id=jiSQDwAAQBAJ&pg=PA522|url-status=live}}|</ref>| to [[Centre-left politics|centre-left]]|ref| name=""centre-left""|{{cite journal|last1=Li|first1=Pang-kwong|last2=Newman|first2=David|page=219|journal=Asian Perspective|title=Give and Take: Electoral Politics in Transitional Hong Kong|volume=21|issue=1|year=1997|jstor=42704125}}|</ref>}} to [[Centre-left politics|centre-left]]"
4519,ideology,Liberalism ([[Liberalism in Hong Kong|HK]]) {{sfn|Lee|2011|p|=|206}},Liberalism ([[Liberalism in Hong Kong|HK]]) {{sfn|Lee|2011|p|=|206}}
7081,position,[[Centre-left politics|Centre-left]],[[Centre-left politics|Centre-left]]
7081,ideology,[[Liberalism]] ([[Liberalism in Hong Kong|HK]]) <br />[[Social democracy]]<br />[[Social liberalism]],[[Liberalism]] ([[Liberalism in Hong Kong|HK]]) <br />[[Social democracy]]<br />[[Social liberalism]]
